ZONE NAME,GXT NAME,X1,Y1,Z1,X2,Y2,Z2
LIHAV9,Little Havana,6355.81,-8396.48,0,6435.23,-8258.38,500
LIND1A,Willowfield,1970.62,-2179.25,-89.0839,2089,-1852.87,110.916
LIND1B,Willowfield,2089,-2235.84,-89.0839,2201.82,-1989.9,110.916
LIND2A,Willowfield,2089,-1989.9,-89.0839,2324,-1852.87,110.916
LIND2B,Willowfield,2201.82,-2095,-89.0839,2324,-1989.9,110.916
LIND3,Willowfield,2324,-2059.23,-89.0839,2541.7,-1852.87,110.916
LIND4A,Willowfield,2541.7,-2059.23,-89.0839,2703.58,-1941.4,110.916
LIND4C,Willowfield,2541.7,-1941.4,-89.0839,2703.58,-1852.87,110.916
LINDEN,Linden Station,2811.25,1229.59,-39.594,2861.25,1407.59,60.406
LITTLEI,Saint Mark's,9315.9,7737.68,-14.296,9638.9,8171.68,135.704
LMEX1A,Little Mexico,1701.9,-1842.27,-89.0839,1812.62,-1722.26,110.916
LMEX1B,Little Mexico,1758.9,-1722.26,-89.0839,1812.62,-1577.59,110.916
LOT,ComeNULLANULLLot,2087.39,943.235,-89.0839,2623.18,1203.23,110.916
LSINL,Los Santos Inlet,-321.744,-2224.43,-89.0839,44.6147,-1724.43,110.916
LST,Linden Station,2749.9,1198.99,-89.0839,2923.39,1548.99,110.916
LVA1,LVA Freight Depot,1457.39,863.229,-89.0839,1777.4,1143.21,110.916
LVA2,LVA Freight Depot,1375.6,919.447,-89.0839,1457.37,1203.28,110.916
LVA3,LVA Freight Depot,1277.05,1087.63,-89.0839,1375.6,1203.28,110.916
LVA4,LVA Freight Depot,1315.35,1044.69,-89.0839,1375.6,1087.63,110.916
LVA5,LVA Freight Depot,1236.63,1163.41,-89.0839,1277.05,1203.28,110.916
LVBAG,Las Venturas Airport,1515.81,1586.4,-12.5,1729.95,1714.56,87.5
MAF1,Saint Mark's,9387.09,7728.42,0,9537.18,7852.8,161
MAF10,Saint Mark's,9360.21,7886.18,0,9503.62,7944.62,161
MAF11,Trenton,9398.01,7353.36,0,9458.5,7420.14,161
MAF2,Saint Mark's,9360.21,7852.8,0,9503.62,7886.18,161
MAF3,Saint Mark's,9503.62,7852.8,0,9537.18,7944.62,161
MAF4,Saint Mark's,9537.18,7858.39,0,9666.99,7944.62,161
MAF5,Saint Mark's,9555.78,7944.62,0,9666.99,8056.21,161
MAF6,Saint Mark's,9537.18,7944.62,0,9555.78,8056.21,161
MAF7,Saint Mark's,9435.96,7944.62,0,9537.18,8007.69,161
MAF8,Saint Mark's,9445.77,8007.69,0,9537.18,8074.93,161
MAF9,Saint Mark's,9360.21,7944.62,0,9435.96,8007.69,161
MAIN_D1,NULL,9287.53,7342.73,0,9315.16,7612.31,30.0069
MAIN_D2,NULL,9216.08,7612.63,0,9314.83,7640.44,30.0789
MAIN_D3,NULL,9215.79,7641.01,0,9245.31,7779.77,30.9302
MAIN_D4,NULL,9245.59,7738.91,0,9315.11,7779.77,30.0789
MAIN_D5,NULL,9285.88,7786.44,0,9314.83,7967.14,30.3627
MAIN_D6,NULL,9286.15,7968.04,0,9314.85,8070.78,30.6465
MAKO,The Mako Span,1664.62,401.75,0,1785.14,567.203,200
MAL1,Vice Point,7671.88,-6276.56,0,8093.75,-6151.56,500
MAL2,Vice Point,7750,-6432.81,0,8093.75,-6276.56,500
MAL3,Vice Point,7773.44,-6643.75,0,8093.75,-6432.81,500
MAL4,Vice Point,7656.25,-6878.13,0,7890.63,-6643.75,500
MAL5,Vice Point,7890.63,-6878.13,0,8093.75,-6643.75,500
MAL6,Vice Point,7843.75,-7034.38,0,8093.75,-6878.13,500
MAL7,Vice Point,7750,-7245.31,0,8093.75,-7034.38,500
MALB01,Midway,-2291.98,11543.7,-500,1189.76,15185.1,1500
Mar-01,Marina,647.712,-1577.59,-89.0838,807.922,-1416.25,110.916
Mar-02,Marina,807.922,-1577.59,-89.0839,926.922,-1416.25,110.916
Mar-03,Marina,647.712,-1804.21,-89.0839,851.449,-1577.59,110.916
MARKST,Market Station,787.461,-1410.93,-34.1263,866.009,-1310.21,65.8737
MART,Martin Bridge,-222.179,293.324,0,-122.126,476.465,200
MEAD,Verdant Meadows,37.0325,2337.18,-3.05176E-05,435.988,2677.9,200
MKT1,Market,1072.66,-1416.25,-89.084,1370.85,-1130.85,110.916
MKT2,Market,926.922,-1577.59,-89.0839,1370.85,-1416.25,110.916
MKT3,Market,787.461,-1416.25,-89.0838,1072.66,-1310.21,110.916
MKT4,Market,952.663,-1310.21,-89.0839,1072.66,-1130.85,110.916
MONINT,Montgomery Intersection,1546.65,208.164,0,1745.83,347.457,200
MONINT,Montgomery Intersection,1582.44,347.457,0,1664.62,401.75,200
MONT,Montgomery,1119.51,119.526,-3.05176E-05,1451.4,493.323,200
MONT1,Montgomery,1451.4,347.457,-6.10352E-05,1582.44,420.802,200
MSALV,Salvatore's House,9666.99,8040.35,0,9750.13,8112.73,161
MTCHI1,Mount Chiliad,-2994.49,-2189.91,-47.9166,-2178.69,-1115.58,576.083
MTCHI2,Mount Chiliad,-2178.69,-1771.66,-47.9166,-1936.12,-1250.97,576.083
MTCHI3,Mount Chiliad,-2997.47,-1115.58,-47.9166,-2178.69,-971.913,576.083
MTCHI4,Mount Chiliad,-2178.69,-2189.91,-47.9166,-2030.12,-1771.66,576.083
MUL1A,Mulholland,687.802,-860.619,-89.0839,911.802,-768.027,110.916
MUL1B,Mulholland,737.573,-768.027,-89.0838,1142.29,-674.885,110.916
MUL1C,Mulholland,861.085,-674.885,-89.0839,1156.55,-600.896,110.916
MUL2A,Mulholland,1281.13,-452.425,-89.0839,1641.13,-290.913,110.916
MUL2B,Mulholland,1269.13,-768.027,-89.0839,1414.07,-452.425,110.916
MUL3,Mulholland,1414.07,-768.027,-89.0839,1667.61,-452.425,110.916
MUL4,Mulholland,768.694,-954.662,-89.0838,952.604,-860.619,110.916
MUL5A,Mulholland,1096.47,-910.17,-89.0838,1169.13,-768.027,110.916
MUL5B,Mulholland,952.604,-937.184,-89.0839,1096.47,-860.619,110.916
MUL5C,Mulholland,911.802,-860.619,-89.0838,1096.47,-768.027,110.916
MUL6,Mulholland,1169.13,-910.17,-89.0838,1318.13,-768.027,110.916
MUL7A,Mulholland,1357,-926.999,-89.0838,1463.9,-768.027,110.916
MUL7B,Mulholland,1318.13,-910.17,-89.0839,1357,-768.027,110.916
MULINT,Mulholland Intersection,1463.9,-1150.87,-89.0839,1812.62,-768.027,110.916
NPMALL,NULL,13092.2,-11764.2,990.454,13237.9,-11476.7,1049.62
NROCK,North Rock,2285.37,-768.027,0,2770.59,-269.74,200
OC1,Ocean Beach,7718.75,-8706.25,0,7906.25,-8300,500
OC2,Ocean Beach,7554.69,-8612.5,0,7718.75,-8300,500
OC3,Ocean Beach,7304.69,-8612.5,0,7554.69,-8354.69,500
OC4,Ocean Beach,7250,-8768.75,0,7718.75,-8612.5,500
OC5,Ocean Beach,7718.75,-9057.81,0,7835.94,-8706.25,500
OC6,Ocean Beach,7273.44,-8925,0,7718.75,-8768.75,500
OC7,Ocean Beach,7320.31,-9120.31,0,7718.75,-8925,500
OCEAF1,Ocean Flats,-2994.49,277.411,-9.15527E-05,-2867.85,458.411,200
OCEAF2,Ocean Flats,-2994.49,-222.589,-0.000106812,-2593.44,277.411,200
OCEAF3,Ocean Flats,-2994.49,-430.276,-0.00012207,-2831.89,-222.589,200
OCTAN,Octane Springs,338.658,1228.51,0,664.308,1655.05,200
OVS,Old Venturas Strip,2162.39,2012.18,-89.0839,2685.16,2202.76,110.916
PALMS,Green Palms,176.581,1305.45,-3.05176E-05,338.658,1520.72,200
PALO,Palomino Creek,2160.22,-149.004,0,2576.92,228.322,200
PANOP,The Panopticon,-947.98,-304.32,-1.14441E-05,-319.676,327.071,200
PARA,Paradiso,-2741.07,793.411,-6.10352E-05,-2533.04,1268.41,200
PARK,Belleville Park,8128.43,7246.93,-46.7463,8449.27,7836.93,224.163
PAYAS,Las Payasadas,-354.332,2580.36,2.09808E-05,-133.625,2816.82,200
PEACH,Peachtree,8030.73,146.698,-500,8558.64,670.664,500
PER1,Pershing Square,1440.9,-1722.26,-89.0839,1583.5,-1577.59,110.916
PILL1,Pilgrim,2437.39,1383.23,-89.0839,2624.4,1783.23,110.916
PILL2,Pilgrim,2624.4,1383.23,-89.084,2685.16,1783.23,110.916
PINK,The Pink Swan,1817.39,1083.23,-89.0839,2027.39,1283.23,110.916
PINT,Pilson Intersection,1098.39,2243.23,-89.0839,1377.39,2507.23,110.916
PIRA,Pirates in Men's Pants,1817.39,1469.23,-89.084,2027.4,1703.23,110.916
PLS,Playa del Seville,2703.58,-2126.9,-89.0839,2959.35,-1852.87,110.916
PORT_E,Portland Harbor,9613.68,7180.35,-18.8643,10065.7,7636.35,131.136
PORT_I,Trenton,9315.88,7180.15,1.49868,9613.38,7507.95,151.499
PORT_S,Atlantic Quays,9315.88,6998.45,-13.5049,9751.88,7180.07,136.495
PORT_W,Callahan Point,9001.68,7071.78,-13.8723,9315.68,7291.27,136.128
PRINTWK,Vice City Printworks,6362.76,-7815.2,0,6458.24,-7660.2,500
PROBE,Lil' Probe Inn,-90.2183,1286.85,-3.05176E-05,153.859,1554.12,200
PROJECT,Wichita Gardens,7438.17,7981.93,-45.8745,7878.96,8342.73,254.241
PRP1,Prickle Pine,1534.56,2583.23,-89.0839,1848.4,2863.23,110.916
PRP2,Prickle Pine,1117.4,2507.23,-89.0839,1534.56,2723.23,110.916
PRP3,Prickle Pine,1848.4,2553.49,-89.0839,1938.8,2863.23,110.916
PRP4,Prickle Pine,1938.8,2624.23,-89.0839,2121.4,2861.55,110.916
QUARY,Hunter Quarry,337.244,710.84,-115.239,860.554,1031.71,203.761
RED,Red County,-1213.91,-768.027,-242.99,2997.06,596.349,900
REDE1,Redsands East,1817.39,2011.83,-89.0839,2106.7,2202.76,110.916
REDE2,Redsands East,1817.39,2202.76,-89.0839,2011.94,2342.83,110.916
REDE3,Redsands East,1848.4,2342.83,-89.084,2011.94,2478.49,110.916
REDLIGH,Red Light District,8995.38,7786.38,-22.6676,9315.38,7967.38,147.332
REDW1,Redsands West,1297.47,2142.86,-89.084,1777.39,2243.23,110.916
REDW2,Redsands West,1236.63,1883.11,-89.0839,1777.39,2142.86,110.916
REDW3,Redsands West,1377.39,2243.23,-89.0839,1704.59,2433.23,110.916
REDW4,Redsands West,1704.59,2243.23,-89.0839,1777.39,2342.83,110.916
REST,Restricted Area,-91.586,1655.05,-50,421.234,2123.01,250
RIE,Randolph Industrial Estate,1558.09,596.349,-89.084,1823.08,823.235,110.916
RIH1A,Richman,321.356,-860.619,-89.0839,687.802,-768.027,110.916
RIH1B,Richman,321.356,-768.027,-89.0839,700.794,-674.885,110.916
RIH2,Richman,321.356,-1044.07,-89.0839,647.557,-860.619,110.916
RIH3A,Richman,72.6481,-1404.97,-89.0839,225.165,-1235.07,110.916
RIH3B,Richman,72.6481,-1235.07,-89.0839,321.356,-1008.15,110.916
RIH4,Richman,321.356,-1235.07,-89.0839,647.522,-1044.07,110.916
RIH5A,Richman,647.557,-1118.28,-89.0839,787.461,-954.662,110.916
RIH5B,Richman,647.557,-954.662,-89.0839,768.694,-860.619,110.916
RIH6A,Richman,225.165,-1369.62,-89.0839,334.503,-1292.07,110.916
RIH6B,Richman,225.165,-1292.07,-89.084,466.223,-1235.07,110.916
RING,The Clown's Pocket,2162.39,1783.23,-89.0839,2437.39,1883.23,110.916
ROADBR1,Callahan Bridge,8867.44,7291.65,6.26083,9315.44,7341.65,206.261
ROADBR2,Callahan Bridge,8694.77,7291.7,30.7441,8864.88,7341.7,180.744
ROBAD,Tierra Robada,-2997.47,1659.68,-242.99,-480.539,2993.87,900
ROBAD1,Tierra Robada,-1213.91,596.349,-242.99,-480.539,1659.68,900
ROBINT,Robada Intersection,-1119.01,1178.93,-89.084,-862.025,1351.45,110.916
ROCE1,Roca Escalante,2237.4,2202.76,-89.0839,2536.43,2542.55,110.916
ROCE2,Roca Escalante,2536.43,2202.76,-89.0839,2625.16,2442.55,110.916
ROD1A,Rodeo,225.165,-1684.65,-89.0839,312.803,-1501.95,110.916
ROD1B,Rodeo,225.165,-1501.95,-89.0839,334.503,-1369.62,110.916
ROD1C,Rodeo,334.503,-1501.95,-89.0839,422.68,-1406.05,110.916
ROD2A,Rodeo,334.503,-1406.05,-89.0839,466.223,-1292.07,110.916
ROD2B,Rodeo,466.223,-1385.07,-89.0839,647.522,-1235.07,110.916
ROD3A,Rodeo,312.803,-1684.65,-89.0839,422.68,-1501.95,110.916
ROD3B,Rodeo,422.68,-1684.65,-89.0839,558.099,-1570.2,110.916
ROD4A,Rodeo,558.099,-1684.65,-89.0839,647.522,-1384.93,110.916
ROD4B,Rodeo,466.223,-1570.2,-89.0839,558.099,-1385.07,110.916
ROD4C,Rodeo,422.68,-1570.2,-89.0839,466.223,-1406.05,110.916
ROD5A,Rodeo,72.6481,-1544.17,-89.0839,225.165,-1404.97,110.916
ROD5B,Rodeo,72.6481,-1684.65,-89.084,225.165,-1544.17,110.916
ROY,Royal Casino,2087.39,1383.23,-89.0839,2437.39,1543.23,110.916
RSE,Rockshore East,2537.39,676.549,-89.0839,2902.35,943.235,110.916
RSW1,Rockshore West,1997.22,596.349,-89.0839,2377.39,823.228,110.916
RSW2,Rockshore West,2377.39,596.349,-89.084,2537.39,788.894,110.916
S_VIEW,Portland View,9316.1,7508.19,-34.2068,9613.6,7737.19,115.793
SAN_AND,United States,-24000,-24000,-2000,24000,24000,2000
SANB1,San Fierro Bay,-2616.4,1501.21,-3.05176E-05,-1996.66,1659.68,200
SANB2,San Fierro Bay,-2616.4,1659.68,-3.05176E-05,-1996.66,2175.15,200
SASO,San Andreas Sound,2450.39,385.503,-100,2759.25,562.349,200
SF,San Fierro,-2997.47,-1115.58,-242.99,-1213.91,1659.68,900
SFAIR1,Easter Bay Airport,-1794.92,-730.118,-3.05176E-05,-1213.91,-50.0963,200
SFAIR2,Easter Bay Airport,-1242.98,-50.0963,0,-1213.91,578.396,200
SFAIR3,Easter Bay Airport,-1499.89,-50.0963,-0.000106812,-1242.98,249.904,200
SFAIR4,Easter Bay Airport,-1213.91,-730.118,0,-1132.82,-50.0963,200
SFAIR5,Easter Bay Airport,-1213.91,-50.096,-4.57764E-05,-947.98,578.396,200
SFBAG1,Easter Bay Airport,-1490.33,-209.543,15.4061,-1264.4,-148.388,25.4061
SFBAG2,Easter Bay Airport,-1315.42,-405.388,15.4061,-1264.4,-209.543,25.4061
SFBAG3,Easter Bay Airport,-1354.39,-287.398,15.4061,-1315.42,-209.543,25.4061
SFDWT1,Downtown,-1982.32,744.17,-6.10352E-05,-1871.72,1274.26,200
SFDWT2,Downtown,-1871.72,1176.42,-4.57764E-05,-1620.3,1274.26,200
SFDWT3,Downtown,-1700.01,744.267,-6.10352E-05,-1580.01,1176.52,200
SFDWT4,Downtown,-1580.01,744.267,-6.10352E-05,-1499.89,1025.98,200
SFDWT5,Downtown,-2078.67,578.396,-7.62939E-05,-1499.89,744.267,200
SFDWT6,Downtown,-1993.28,265.243,-9.15527E-05,-1794.92,578.396,200
SFGLF1,Avispa Country Club,-2361.51,-417.199,0,-2270.04,-355.493,200
SFGLF2,Avispa Country Club,-2667.81,-302.135,-28.8305,-2646.4,-262.32,71.1695
SFGLF3,Garcia,-2395.14,-222.589,-5.34058E-05,-2354.09,-204.792,200
SFGLF4,Avispa Country Club,-2646.4,-355.493,0,-2270.04,-222.589,200
SHACA,Shady Cabin,-1632.83,-2263.44,-3.05176E-05,-1601.33,-2231.79,200
SHACK1,NULL,272.465,-443.938,1021.16,302.065,-416.638,1030.56
SHERR,Sherman Reservoir,-789.737,1659.68,-89.084,-599.505,1929.41,110.916
SHOPING,Bedford Point,8025.56,6577.95,-61.3183,8449.56,7245.55,432.352
SILLY1,Foster Valley,-2178.69,-1115.58,0,-1794.92,-599.884,200
SILLY2,Foster Valley,-2178.69,-1250.97,0,-1794.92,-1115.58,200
SILLY3,Foster Valley,-2270.04,-430.276,-0.00012207,-2178.69,-324.114,200
SILLY4,Foster Valley,-2178.69,-599.884,-0.00012207,-1794.92,-324.114,200
SIND1,Red Light District,9046.78,7917.87,0,9150.79,7997.86,161
SIND10,Red Light District,9175.77,7741.18,0,9234.39,7852.8,161
SIND11,Red Light District,9234.39,7788.91,0,9290,7852.8,161
SIND12,Red Light District,9234.39,7690.61,0,9290,7788.91,161
SIND2,Red Light District,9150.79,7917.87,0,9250.77,7997.86,161
SIND3,Red Light District,9250.77,7921.18,0,9290,7997.86,161
SIND4,Red Light District,9250.77,7852.8,0,9290,7921.18,161
SIND5,Red Light District,9150.79,7852.8,0,9250.77,7917.87,161
SIND6,Red Light District,9046.78,7852.8,0,9150.79,7917.87,161
SIND7,Red Light District,9105.93,7805.97,0,9175.77,7852.8,161
SIND8,Red Light District,9046.78,7741.18,0,9175.77,7805.97,161
SIND9,Red Light District,9046.78,7805.97,0,9105.93,7852.8,161
SMB1,Santa Maria Beach,342.648,-2173.29,-89.0838,647.712,-1684.65,110.916
SMB2,Santa Maria Beach,72.6481,-2173.29,-89.0839,342.648,-1684.65,110.916
SPIN,Spinybed,2121.4,2663.17,-89.0839,2498.21,2861.55,110.916
SRY,Sobell Rail Yards,2749.9,1548.99,-89.0839,2923.39,1937.25,110.916
STADIUM,Aspatria,8024.24,7837.4,-0.0000954,8366.24,8410.5,120.271
STAR1,Starfish Casino,2162.39,1883.23,-89.0839,2437.39,2012.18,110.916
STAR2,Starfish Casino,2437.39,1783.23,-89.0839,2685.16,2012.18,110.916
STARI1,Starfish Island,6765.63,-7971.88,0,7031.25,-7729.69,500
STARI2,Starfish Island,7031.25,-7971.88,0,7140.63,-7729.69,500
STARI3,Starfish Island,7140.63,-7971.88,0,7343.75,-7729.69,500
STARI4,Starfish Island,6765.63,-8182.81,0,6960.94,-7971.88,500
STARI5,Starfish Island,6960.94,-8182.81,0,7343.75,-7971.88,500
STRIP1,The Strip,2027.4,863.229,-89.0839,2087.39,1703.23,110.916
STRIP2,The Strip,2106.7,1863.23,-89.0839,2162.39,2202.76,110.916
STRIP3,The Strip,2027.4,1783.23,-89.084,2162.39,1863.23,110.916
STRIP4,The Strip,2027.4,1703.23,-89.0839,2137.4,1783.23,110.916
SUB_IND,Pike Creek,6842.43,7982.03,-49.6792,7437.69,8342.76,250.437
SUB_ZO2,Shoreside Vale,7984.56,8411.11,-41.7094,8128.71,8617.04,358.291
SUB_ZO3,Shoreside Vale,7984.57,8329.09,-45.8201,8023.67,8411.06,354.18
SUB_ZON,Shoreside Vale,6605.36,6898.62,-117,7983.1,9456.35,483
SUN1,Temple,952.663,-1130.84,-89.084,1096.47,-937.184,110.916
SUN2,Temple,1096.47,-1026.33,-89.0839,1252.33,-910.17,110.916
SUN3A,Temple,1252.33,-1130.85,-89.0839,1378.33,-1026.33,110.916
SUN3B,Temple,1252.33,-1026.33,-89.0839,1391.05,-926.999,110.916
SUN3C,Temple,1252.33,-926.999,-89.0839,1357,-910.17,110.916
SUN4,Temple,1096.47,-1130.84,-89.0838,1252.33,-1026.33,110.916
SUNMA,Bayside Marina,-2353.17,2275.79,0,-2153.17,2475.79,200
SUNNN,Bayside,-2741.07,2175.15,0,-2353.17,2722.79,200
SWANKS,Cedar Grove,7382.77,8343.39,-50.1134,7983.09,8900.06,250.426
THALL1,Commerce,1323.9,-1842.27,-89.0839,1701.9,-1722.26,110.916
THEA1,King's,-2329.31,458.411,-7.62939E-05,-1993.28,578.396,200
THEA2,King's,-2411.22,265.243,-9.15527E-05,-1993.28,373.539,200
THEA3,King's,-2253.54,373.539,-9.15527E-05,-1993.28,458.411,200
TOM,Regular Tom,-405.77,1712.86,-3.05176E-05,-276.719,1892.75,200
TOPFA,Hilltop Farm,967.383,-450.39,-3.05176E-05,1176.78,-217.9,200
TOWERS,Hepburn Heights,8995.42,7967.6,-13.4117,9315.42,8171.23,136.588
TRIA1,Chinatown,9046.78,7538.62,0,9139.95,7690.61,161
TRIA2,Chinatown,9139.95,7538.62,0,9234.27,7690.61,161
TRIA3,Chinatown,9046.78,7690.61,0,9234.39,7741.18,161
TRIA4,Chinatown,9139.95,7471.18,0,9235.77,7538.62,161
TRIA5,Chinatown,9139.95,7421.18,0,9310.77,7471.18,161
TRIA6,Chinatown,9046.78,7456.65,0,9139.95,7538.62,161
TRIA7,Chinatown,9235.77,7471.18,0,9315.77,7538.62,161
TRIA8,Chinatown,9234.27,7538.62,0,9315.77,7690.61,161
TRIB,NULL,9162.5,7098.44,0,9318.75,7184.38,500
UNITY,Unity Station,1692.62,-1971.8,-20.4921,1812.62,-1932.8,79.5079
UNIVERS,Liberty Campus,8367.27,7838.38,0.000190735,8489.27,8188.38,166.36
VAIR1,Las Venturas Airport,1236.63,1203.28,-89.0839,1457.37,1883.11,110.916
VAIR2,Las Venturas Airport,1457.37,1203.28,-89.0839,1777.39,1883.11,110.916
VAIR3,Las Venturas Airport,1457.37,1143.21,-89.0839,1777.4,1203.28,110.916
VALLE,Valle Ocultado,-936.668,2611.44,2.09808E-05,-715.961,2847.9,200
VCAIRR,Escobar International,5609.38,-9276.56,0,6257.81,-8315.63,500
VCAIRU,Escobar International,5640.63,-8315.63,0,6242.19,-7807.81,500
VCBH1,Vice City Beach,8093.75,-9323.44,0,8492.19,-6151.56,500
VCBH2,Vice City Beach,8023.44,-9315.63,0,8093.75,-7979.69,500
VCBH3,Vice City Beach,7906.25,-9307.81,0,8023.44,-8300,500
VCBH4,Vice City Beach,7351.56,-9307.81,0,7906.25,-9120.31,500
VCBH5,Vice City Beach,7835.94,-9120.31,0,7906.25,-8706.25,500
VCBH6,Vice City Beach,7718.75,-9120.31,0,7835.94,-9057.81,500
VCONST,Construction Site,7517.34,-7937.03,0,7778.24,-7745.83,100
VE,Las Venturas,869.461,596.349,-242.99,2997.06,2993.87,900
VERO1,Verona Beach,851.449,-1804.21,-89.0839,1046.15,-1577.59,110.916
VERO2,Verona Beach,1046.15,-1722.26,-89.0839,1161.52,-1577.59,110.916
VERO3,Verona Beach,1161.52,-1722.26,-89.0839,1323.9,-1577.59,110.916
VERO4A,Verona Beach,647.712,-2173.29,-89.0839,930.221,-1804.21,110.916
VERO4B,Verona Beach,930.221,-2006.78,-89.0839,1073.22,-1804.21,110.916
VICE,Vice City,5500,-10000,-500,10000,-5500,2000
VIN1A,Vinewood,647.712,-1416.25,-89.0839,787.461,-1227.28,110.916
VIN1B,Vinewood,647.557,-1227.28,-89.0839,787.461,-1118.28,110.916
VIN2,Vinewood,787.461,-1130.84,-89.0839,952.604,-954.662,110.916
VIN3,Vinewood,787.461,-1310.21,-89.0838,952.663,-1130.84,110.916
VISA1,The Visage,1817.39,1863.23,-89.0839,2106.7,2011.83,110.916
VISA2,The Visage,1817.39,1703.23,-89.0839,2027.4,1863.23,110.916
WAS1,Washington Beach,7812.5,-7378.13,0,8093.75,-7245.31,500
WAS2,Washington Beach,7718.75,-7550,0,8093.75,-7378.13,500
WAS3,Washington Beach,7937.5,-7979.69,0,8093.75,-7550,500
WAS4,Washington Beach,7718.75,-7800,0,7890.63,-7550,500
WAS5,Washington Beach,7546.88,-7979.69,0,7937.5,-7800,500
WAS6,Washington Beach,7507.81,-8135.94,0,8023.44,-7979.69,500
WAS7,Washington Beach,7593.75,-8300,0,8000,-8135.94,500
WEE_DAM,Cochrane Dam,7011.41,8556.84,-0.48605,7339.56,8754.65,39.514
WESTP1,Queens,-2533.04,458.411,0,-2329.31,578.396,200
WESTP2,Queens,-2593.44,54.722,0,-2411.22,458.411,200
WESTP3,Queens,-2411.22,373.539,0,-2253.54,458.411,200
WHET,Whetstone,-2997.47,-2892.97,-242.99,-1213.91,-1115.58,900
WWE,Whitewood Estates,883.308,1726.22,-89.0839,1098.31,2507.23,110.916
WWE1,Whitewood Estates,1098.31,1726.22,-89.0839,1197.39,2243.23,110.916
YAK1,Torrington,8451.56,7082.81,0,8826.56,7192.19,500
YAK2,Torrington,8451.56,6973.44,0,8826.56,7082.81,500
YAK3,Torrington,8623.44,6793.75,0,8826.56,6973.44,500
YAK4,Torrington,8451.56,6793.75,0,8623.44,6973.44,500
YAK5,Torrington,8623.44,6575,0,8826.56,6793.75,500
YAK6,Torrington,8451.56,6575,0,8623.44,6793.75,500
YAKUSA,Torrington,8449.77,6577.58,-61.7588,8827.77,7190.07,432.688
YBELL1,Yellow Bell Golf Course,1117.4,2723.23,-89.0839,1457.46,2863.23,110.916
YBELL2,Yellow Bell Golf Course,1457.46,2723.23,-89.0839,1534.56,2863.23,110.916
YELLOW,Yellow Bell Station,1377.48,2600.43,-21.9263,1492.45,2687.36,78.0737
